00:00:00.022346 main     VirtualBox COM Server 7.1.10 r169112 win.amd64 (Jun  3 2025 13:11:30) release log
00:00:00.022352 main     Log opened 2025-12-07T07:48:52.755888900Z
00:00:56.059108          netIfIsWireless: CreateFile on '\\.\{9B95C54E-C275-42F5-B3E8-567ACA72039F}' failed with rcWin=2 (0x2) - ignoring
00:00:56.063695          netIfIsWireless: CreateFile on '\\.\{91EA87EC-0754-4330-819E-864CE3D82239}' failed with rcWin=2 (0x2) - ignoring
00:00:57.589802          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:00:57.849818          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:00:57.866918          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:00:58.163615          netIfIsWireless: CreateFile on '\\.\{9B95C54E-C275-42F5-B3E8-567ACA72039F}' failed with rcWin=2 (0x2) - ignoring
00:00:58.168884          netIfIsWireless: CreateFile on '\\.\{91EA87EC-0754-4330-819E-864CE3D82239}' failed with rcWin=2 (0x2) - ignoring
00:01:01.980479          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:01:01.984568          HostDnsMonitorProxy::GetDomainName: no domain set
00:01:01.985181          HostDnsMonitorProxy::GetNameServers:
00:01:01.985245            name server 1: 8.8.8.8
00:01:01.985268            name server 2: 4.4.4.4
00:01:01.985565          HostDnsMonitorProxy::GetSearchStrings:
00:01:01.985600            no search string entries
00:01:02.724590          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={bea3ef5c-de2f-4b74-aa3a-15d6249371a0} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:01:03.305127          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:03.453281          ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
